Table_ID,Page,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Table_195,168,Gas,"4,336 (28%)","6,713 (38%)","5,639 (37%)","3,445 (26%)","3,146 (26%)",,,,,,,,,,,,,
Table_195,168,Nuclear,0 (0%),0 (0%),0 (0%),0 (0%),352 (3%),,,,,,,,,,,,,
Table_195,168,Wind,219 (1%),"1,721 (10%)",,,,,,,,,,,,,,,,
Table_195,168,Hydro,53 (0%),29 (0%),842 (6%),455 (4%),457 (4%),,,,,,,,,,,,,
Table_195,168,Solar,457 (3%),34 (0%),,,,,,,,,,,,,,,,
Table_195,168,Waste-to-energy,37 (0%),1 (0%),18 (0%),7 (0%),123 (1%),,,,,,,,,,,,,
Table_195,168,Others4,715 (5%),692 (4%),327 (2%),667 (5%),248 (2%),,,,,,,,,,,,,
Table_195,168,Total operating earnings by asset,,,,,,,,,,,,,,,,,,
Table_195,168,,"11,606 (100%)6","9,156 (100%)6","10,972 (100%)","12,374 (100%)","12,138 (100%)",,,,,,,,,,,,,
Table_195,168,"type (HK$M(%))1,5",,,,,,,,,,,,,,,,,,
Table_195,168,"Transmission, distribution and retail","6,127 (53%)6","6,534 (72%)6","6,095 (56%)","5,751 (46%)","5,131 (42%)",,,,,,,,,,,,,
Table_195,168,Coal,308 (3%)6,"-1,478 (-16%)6",763 (7%),"2,871 (23%)","2,503 (21%)",,,,,,,,,,,,,
Table_195,168,Gas,"2,164 (19%)6","1,466 (16%)6","1,312 (12%)","1,510 (12%)","1,735 (14%)",,,,,,,,,,,,,
Table_195,168,Nuclear,"1,888 (16%)6","1,965 (22%)6","1,908 (17%)","1,594 (13%)","1,688 (14%)",,,,,,,,,,,,,
Table_195,168,Wind,615 (5%)6,428 (5%)6,,,,,,,,,,,,,,,,
Table_195,168,,,,630 (6%),567 (5%),"1,011 (8%)",,,,,,,,,,,,,
Table_195,168,Hydro,101 (1%)6,112 (1%)6,,,,,,,,,,,,,,,,
Table_196,169,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_196,169,Solar,353 (3%)6,4 (0%)6,,,,,,,,,,,,,,,,
Table_196,169,Waste-to-energy,8 (0%)6,9 (0%)6,10 (0%),8 (0%),5 (0%),,,,,,,,,,,,,
Table_196,169,Others4,42 (0%)6,116 (1%)6,254 (2%),73 (1%),65 (1%),,,,,,,,,,,,,
Table_196,169,Revenue by asset type (HK$M(%))1,"87,169 (100%)","100,662 (100%)","83,959","79,590","85,689",,,,,,,,,,,,,
Table_196,169,"Transmission, distribution and retail","40,248 (46%)","39,169 (39%)",N/A,N/A,N/A,,,,,,,,,,,,,
Table_196,169,Coal,"13,800 (16%)","26,188 (26%)",N/A,N/A,N/A,,,,,,,,,,,,,
Table_196,169,Gas,"20,075 (23%)","21,657 (22%)",N/A,N/A,N/A,,,,,,,,,,,,,
Table_196,169,Nuclear,"6,943 (8%)","7,000 (7%)",N/A,N/A,N/A,,,,,,,,,,,,,
Table_196,169,Wind,"1,093 (1%)","1,950 (2%)",N/A,N/A,N/A,,,,,,,,,,,,,
Table_196,169,Hydro,452 (1%),507 (1%),N/A,N/A,N/A,,,,,,,,,,,,,
Table_196,169,Solar,623 (1%),983 (1%),N/A,N/A,N/A,,,,,,,,,,,,,
Table_196,169,Waste to energy,56 (0%),58 (0%),N/A,N/A,N/A,,,,,,,,,,,,,
Table_196,169,Others4,"3,879 (4%)","3,150 (3%)",N/A,N/A,N/A,,,,,,,,,,,,,
Table_197,169,1,Numbers have been subject to rounding. Any discrepancies between the total shown and the sum of the amounts listed are due to rounding.,,,,,,,,,,,,,,,,,
Table_197,169,2,"Capital investment includes: i) capital expenditure in fixed assets, right-of-use assets, investment property and intangible assets; ii) changes in investments and",,,,,,,,,,,,,,,,,
Table_197,169,,advances to joint ventures and associates; and iii) acquisitions of assets and/or businesses.,,,,,,,,,,,,,,,,,
Table_197,169,3 On an accrual basis.,,,,,,,,,,,,,,,,,,
Table_197,169,"4 Others include oil, other businesses outside of power generation, transmission, distribution and retail, as well as corporate or enterprise items.",,,,,,,,,,,,,,,,,,
Table_197,169,5 Before unallocated expenses.,,,,,,,,,,,,,,,,,,
Table_197,169,6 Operating earnings in 2022 and 2023 are aligned where fair value movements are excluded.,,,,,,,,,,,,,,,,,,
Table_197,169,"Economic value generated, distributed and retained",,,,,,,,,,,,,,,,,,
Table_198,170,Greenhouse gas emissions,,,,,,,,,,,,,,,,,,
Table_198,170,,,,,,,GRI/HKEx/,,,,,,,,,,,,
Table_198,170,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_198,170,,,,,,,SASB/IFRS,,,,,,,,,,,,
Table_198,170,CLP Group1,,,,,,,,,,,,,,,,,,
Table_198,170,Total CO2e emissions – on an equity,,,,,,"GRI 305-1,",,,,,,,,,,,,
Table_198,170,,"52,988","60,223","65,017","62,138","71,720",,,,,,,,,,,,,
Table_198,170,"basis (kt)2,3",,,,,,"305-2, 305-3/",,,,,,,,,,,,
Table_198,170,,,,,,,HKEx A1.2/,,,,,,,,,,,,
Table_198,170,Scope 1 (kt)4,"38,163","44,141","47,690","45,105","50,047",,,,,,,,,,,,,
Table_198,170,,,,,,,SASB IF-,,,,,,,,,,,,
Table_198,170,,,,,,,"EU-110a.1,",,,,,,,,,,,,
Table_198,170,Scope 2 (kt),229,220,236,244,250,,,,,,,,,,,,,
Table_198,170,,,,,,,IF-EU-110a.2/,,,,,,,,,,,,
Table_198,170,Scope 3 (kt),"14,597","15,861","17,091","16,790","21,424",IFRS S2-29(a),,,,,,,,,,,,
Table_198,170,Category 1: Purchased goods,,,,,,,,,,,,,,,,,,
Table_198,170,,"1,056",912,901,"1,210","1,093",,,,,,,,,,,,,
Table_198,170,and services,,,,,,,,,,,,,,,,,,
Table_198,170,Category 2: Capital goods,816,902,"1,488",685,"1,347",,,,,,,,,,,,,
Table_198,170,Category 3: Fuel- and energy-,,,,,,SASB IF-,,,,,,,,,,,,
Table_198,170,,"11,053","12,046","12,733","12,690","16,671",,,,,,,,,,,,,
Table_198,170,related activities,,,,,,EU-110a.2,,,,,,,,,,,,
Table_198,170,Category 5: Waste generated,,,,,,,,,,,,,,,,,,
Table_198,170,,46,56,80,63,101,,,,,,,,,,,,,
Table_198,170,in operations,,,,,,,,,,,,,,,,,,
Table_199,171,,"IFRS S2-33(a)
(kg CO2e/kWh)4",,,,,,,,,,,,,,,,,
Table_199,171,,"0.63
0.65
0.66
0.71
0.62
On an equity basis (kg CO2e/kWh)5",,,,,,,,,,,,,,,,,
Table_199,171,1,"Starting from 2020, the portfolio includes energy storage assets and generation assets. Energy storage assets include pumped storage and battery storage. In",,,,,,,,,,,,,,,,,
Table_199,171,,"previous years, the portfolio included generation assets only.",,,,,,,,,,,,,,,,,
Table_199,171,2,"Paguthan Power Station, the power purchase agreements of which expired in December 2018, was not included in the 2019-2023 numbers.",,,,,,,,,,,,,,,,,
Table_199,171,3,"In accordance with the Greenhouse Gas Protocol, WE Station, which makes use of landfill gas from waste for power generation, is not included in CLP’s Scope 1 CO2",,,,,,,,,,,,,,,,,
Table_199,171,,emissions and is reported separately in the Asset Performance Statistics. Its non-CO2 GHG emissions (i.e. CH4 and N2O) are included in CLP’s Scope 1 CO2e emissions.,,,,,,,,,,,,,,,,,
Table_199,171,"4 Numbers include Scope 1, Scope 2 and Scope 3 Category 3 emissions (direct emissions from generation of purchased electricity that is sold to CLP’s customers).",,,,,,,,,,,,,,,,,,
Table_200,172,Air pollutants,,,,,,,,,,,,,,,,,,
Table_200,172,,,,,,,GRI/HKEx/,,,,,,,,,,,,
Table_200,172,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_200,172,,,,,,,SASB/IFRS,,,,,,,,,,,,
Table_200,172,"Nitrogen oxides (NOx) (kt)1,2",32.3,43.5,45.7,43.2,47,GRI 305-7/,,,,,,,,,,,,
Table_200,172,,,,,,,HKEx A1.1/,,,,,,,,,,,,
Table_200,172,"Sulphur dioxide (SO2) (kt)1,2",40.6,48.9,52.7,48,44.7,,,,,,,,,,,,,
Table_200,172,,,,,,,SASB IF-,,,,,,,,,,,,
Table_200,172,,,,,,,EU-120a.1,,,,,,,,,,,,
Table_200,172,"Particulates (kt)1,2",6.7,6.8,7.6,6.9,7.7,,,,,,,,,,,,,
Table_200,172,"Sulphur hexafluoride (SF6) (kt)1,2",0.004,0.003,0.004,0.003,N/A,,,,,,,,,,,,,
Table_200,172,,,,,,,SASB IF-,,,,,,,,,,,,
Table_200,172,"Mercury (t)1,2",0.22,0.52,0.31,N/A,N/A,,,,,,,,,,,,,
Table_200,172,,,,,,,EU-120a.1,,,,,,,,,,,,
Table_201,172,Waste,,,,,,,,,,,,,,,,,,
Table_201,172,,,,,,,GRI/HKEx/,,,,,,,,,,,,
Table_201,172,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_201,172,,,,,,,SASB/IFRS,,,,,,,,,,,,
Table_201,172,"Hazardous solid waste (t)1,2,3",,,,,,,,,,,,,,,,,,
Table_201,172,Produced,"3,617",869,"1,524","1,503",862,GRI 306-3/,,,,,,,,,,,,
Table_201,172,,,,,,,HKEx A1.3,,,,,,,,,,,,
Table_201,172,Recycled,331,493,520,523,201,,,,,,,,,,,,,
Table_201,172,"Hazardous liquid waste (kl)1,2,3",,,,,,,,,,,,,,,,,,
Table_201,172,Produced,"1,935","1,103","1,017","1,091","1,578",,,,,,,,,,,,,
Table_201,172,Recycled,684,797,947,"1,069","1,536",,,,,,,,,,,,,
Table_201,172,"Non-hazardous solid waste (t)1,2,3",,,,,,,,,,,,,,,,,,
Table_201,172,Produced,"12,326","12,702","24,481","17,901","13,344",GRI 306-3/,,,,,,,,,,,,
Table_201,172,,,,,,,HKEx A1.4,,,,,,,,,,,,
Table_201,172,Recycled,"6,744","7,917","4,214","4,458","4,986",,,,,,,,,,,,,
Table_201,172,"Non-hazardous liquid waste (kl)1,2,3",,,,,,,,,,,,,,,,,,
Table_201,172,Produced,0,23,65,3,59,,,,,,,,,,,,,
Table_201,172,Recycled,0,23,65,3,57,,,,,,,,,,,,,
Table_201,172,"By-products1,2",,,,,,,,,,,,,,,,,,
Table_201,172,Ash produced (kt),"1,045","30,664","3,403","2,624","3,032",SASB IF-,,,,,,,,,,,,
Table_201,172,,,,,,,EU-150a.1,,,,,,,,,,,,
Table_201,172,Ash recycled / sold (kt),328,"2,365","2,501","1,793","3,667",,,,,,,,,,,,,
Table_201,172,Gypsum produced (kt),52,286,367,334,441,,,,,,,,,,,,,
Table_201,172,Gypsum recycled / sold (kt),61,280,365,335,438,,,,,,,,,,,,,
Table_202,173,Water,,,,,,,,,,,,,,,,,,
Table_202,173,,,,,,,GRI/HKEx/,,,,,,,,,,,,
Table_202,173,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_202,173,,,,,,,SASB/IFRS,,,,,,,,,,,,
Table_202,173,"Total water withdrawal (Mm3)1,2,3","4,249.00","5,339.30","5,243.70","5,466.00","5,475.40","GRI 2.4, 303-3/",,,,,,,,,,,,
Table_202,173,,,,,,,HKEx A2.2/,,,,,,,,,,,,
Table_202,173,For cooling purpose,,,,,,,,,,,,,,,,,,
Table_202,173,,,,,,,SASB IF-,,,,,,,,,,,,
Table_202,173,,,,,,,EU-140a.1,,,,,,,,,,,,
Table_202,173,Water withdrawal from,,,,,,,,,,,,,,,,,,
Table_202,173,,24.1,42.7,43.3,33.6,47.6,,,,,,,,,,,,,
Table_202,173,freshwater resources,,,,,,,,,,,,,,,,,,
Table_202,173,Water withdrawal from marine,,,,,,,,,,,,,,,,,,
Table_202,173,,"4,217.40","5,287.00","5,190.30","5,421.70","5,415.40",,,,,,,,,,,,,
Table_202,173,water resources,,,,,,,,,,,,,,,,,,
Table_202,173,For non-cooling purposes,,,,,,,,,,,,,,,,,,
Table_202,173,Water withdrawal from,,,,,,,,,,,,,,,,,,
Table_202,173,,2,4.6,5.3,5.7,5.8,,,,,,,,,,,,,
Table_202,173,freshwater resources,,,,,,,,,,,,,,,,,,
Table_202,173,Water withdrawal from,,,,,,,,,,,,,,,,,,
Table_202,173,,5.4,5,4.8,4.9,6.7,,,,,,,,,,,,,
Table_202,173,municipal sources,,,,,,,,,,,,,,,,,,
Table_202,173,Total freshwater withdrawal from,,,,,,SASB IF-,,,,,,,,,,,,
Table_202,173,,0.01,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Table_202,173,water stressed areas,,,,,,EU-140a.1,,,,,,,,,,,,
Table_202,173,"Total water discharge (Mm3)1,2,3","4,240.30","5,310.90","5,205.40","5,438.60","5,433.20","GRI 2.4, 303-4",,,,,,,,,,,,
Table_203,174,Customer portfolio and electricity delivered- CLP Power Hong Kong Limited,,,,,,,,,,,,,,,,,,
Table_203,174,,,,,,,GRI/HKEx/,,,,,,,,,,,,
Table_203,174,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_203,174,,,,,,,SASB/IFRS,,,,,,,,,,,,
Table_203,174,Total Hong Kong customers (number),"2,789,644","2,752,071","2,711,421","2,671,836","2,636,408",GRI EU3/,,,,,,,,,,,,
Table_203,174,,,,,,,SASB IF-,,,,,,,,,,,,
Table_203,174,Residential,"2,439,557","2,407,225","2,369,217","2,333,901","2,301,200",,,,,,,,,,,,,
Table_203,174,,,,,,,EU-000.A,,,,,,,,,,,,
Table_203,174,Commercial,"214,616","212,251","210,821","208,150","206,792",,,,,,,,,,,,,
Table_203,174,Infrastructure and Public Services,"118,548","115,404","113,956","112,245","110,841",,,,,,,,,,,,,
Table_203,174,Manufacturing,"16,923","17,191","17,427","17,540","17,575",,,,,,,,,,,,,
Table_203,174,Total electricity delivered (GWh),"35,392","34,824","35,355","33,963","34,284",GRI EU3/,,,,,,,,,,,,
Table_203,174,,,,,,,SASB IF-,,,,,,,,,,,,
Table_203,174,Residential,"9,929","10,113","10,525","10,298","9,451",,,,,,,,,,,,,
Table_203,174,,,,,,,EU-000.B,,,,,,,,,,,,
Table_203,174,Commercial,"13,673","13,233","13,423","12,878","13,584",,,,,,,,,,,,,
Table_203,174,Infrastructure and Public Services,"10,196","9,863","9,742","9,171","9,586",,,,,,,,,,,,,
Table_203,174,Manufacturing,"1,594","1,615","1,665","1,616","1,663",,,,,,,,,,,,,
Table_204,175,Access to electricity- CLP Power Hong Kong Limited,,,,,,,,,,,,,,,,,,
Table_204,175,,,,,,,GRI/HKEx/,,,,,,,,,,,,
Table_204,175,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_204,175,,,,,,,SASB/IFRS,,,,,,,,,,,,
Table_204,175,Total disconnections for Hong Kong,,,,,,,,,,,,,,,,,,
Table_204,175,,"6,520","4,859","4,943","4,999","4,643",,,,,,,,,,,,,
Table_204,175,"retail businesses (number)1,2,3",,,,,,,,,,,,,,,,,,
Table_204,175,0 - 2 days,115,144,105,98,"4,333",,,,,,,,,,,,,
Table_204,175,3 - 7 days,721,739,796,506,170,,,,,,,,,,,,,
Table_204,175,8 - 31 days,"2,304","1,817","2,251","2,274",101,,,,,,,,,,,,,
Table_204,175,≥ 32 days,"3,380","2,159","1,791","2,121",39,,,,,,,,,,,,,
Table_205,175,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_205,175,On an equity basis,,,,,,,,,,,,,,,,,,
Table_205,175,Total generation and energy storage,,,,,,,,,,,,,,,,,,
Table_205,175,,"18,123 (100%)","17,970 (100%)","20,018 (100%)","19,691 (100%)","19,238 (100%)",,,,,,,,,,,,,
Table_205,175,"capacity by asset type (MW(%))1,2",,,,,,,,,,,,,,,,,,
Table_205,175,Coal,"8,486 (46.8%)","8,486 (47.2%)","10,795 (53.9%)","10,765 (54.7%)","10,765 (56.0%)",,,,,,,,,,,,,
Table_205,175,Gas,"4,938 (27.2%)","4,934 (27.5%)","4,666 (23.3%)","4,600 (23.4%)","4,194 (21.8%)",,,,,,,,,,,,,
Table_205,175,Nuclear,"1,600 (8.8%)","1,600 (8.9%)","1,600 (8.0%)","1,600 (8.1%)","1,600 (8.3%)",,,,,,,,,,,,,
Table_205,175,Wind3,"1,827 (10.1%)","1,680 (9.3%)","1,747 (8.7%)","1,521 (7.7%)","1,521 (7.9%)",,,,,,,,,,,,,
Table_205,175,Hydro3,489 (2.7%),489 (2.7%),489 (2.4%),489 (2.5%),489 (2.5%),,,,,,,,,,,,,
Table_205,175,Solar3,548 (3.0%),554 (3.1%),499 (2.5%),499 (2.5%),451 (2.3%),,,,,,,,,,,,,
Table_205,175,Waste-to-energy3,7 (0.0%),7 (0.0%),7 (0.0%),7 (0.0%),7 (0.0%),,,,,,,,,,,,,
Table_205,175,Energy Storage,18 (0.1%),10 (0.1%),5 (0.0%),0 (0.0%),N/A,,,,,,,,,,,,,
Table_205,175,Others,210 (1.2%),210 (1.2%),210 (1.0%),210 (1.1%),210 (1.1%),,,,,,,,,,,,,
Table_206,176,,,2023,2022,2021,2020,2019,,,,,,,,,,,,
Table_206,176,,,,,,,,SASB/IFRS,,,,,,,,,,,
Table_206,176,,On an equity plus long-term capacity and energy purchase basis,,,,,,,,,,,,,,,,,
Table_206,176,,Total generation and energy storage,,,,,,,,,,,,,,,,,
Table_206,176,,,"23,291 (100%)","23,068 (100%)","25,108 (100%)","24,752 (100%)","24,015 (100%)",,,,,,,,,,,,
Table_206,176,,"capacity by asset type (MW(%))1,2",,,,,,,,,,,,,,,,,
Table_206,176,,Coal,"9,719 (41.7%)","9,719 (42.1%)","12,027 (47.9%)","11,997 (48.5%)","11,997 (50.0%)",,,,,,,,,,,,
Table_206,176,,Gas,"6,093 (26.2%)","6,089 (26.4%)","5,813 (23.2%)","5,717 (23.1%)","5,139 (21.4%)",,,,,,,,,,,,
Table_206,176,,Nuclear,"2,685 (11.5%)","2,685 (11.6%)","2,685 (10.7%)","2,685 (10.8%)","2,685 (11.2%)",,,,,,,,,,,,
Table_206,176,,Wind4,"2,391 (10.3%)","2,264 (9.8%)","2,331 (9.3%)","2,105 (8.5%)","2,049 (8.5%)",,,,,,,,,,,,
Table_206,176,,Hydro4,489 (2.1%),489 (2.1%),489 (1.9%),489 (2.0%),489 (2.0%),,,,,,,,,,,,
Table_206,176,,Solar4,842 (3.6%),848 (3.7%),793 (3.2%),793 (3.2%),745 (3.1%),,,,,,,,,,,,
Table_206,176,,Waste-to-energy4,10 (0.0%),10 (0.0%),10 (0.0%),10 (0.0%),10 (0.0%),,,,,,,,,,,,
Table_206,176,,Energy Storage,763 (3.3%),665 (2.9%),660 (2.6%),655 (2.6%),N/A,,,,,,,,,,,,
Table_206,176,,Others,300 (1.3%),300 (1.3%),300 (1.2%),300 (1.2%),900 (3.7%),,,,,,,,,,,,
Table_206,176,1,,Numbers have been subject to rounding. Any discrepancies between the total shown and the sum of the amounts listed are due to rounding.,,,,,,,,,,,,,,,,
Table_206,176,2,,"Starting from 2020, a new ""Energy Storage” asset category is added, under which pumped storage and battery storage are included. In previous years, assets under",,,,,,,,,,,,,,,,
Table_206,176,,,the “Others” category included oil-fired generation assets and pumped storage.,,,,,,,,,,,,,,,,
Table_206,176,,"3 Renewables include wind, hydro, solar and waste-to-energy. The total capacity of renewables on an equity basis is 2,871 MW (15.8%) in 2023.",,,,,,,,,,,,,,,,,
Table_207,177,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_207,177,Hydro5,"1,626 (2.0%)","1,835 (2.1%)","1,668 (1.8%)","1,879 (2.2%)","1,758 (2.0%)",,,,,,,,,,,,,
Table_207,177,Solar5,"1,480 (1.9%)","1,472 (1.7%)","1,524 (1.7%)","1,522 (1.8%)","1,467 (1.7%)",,,,,,,,,,,,,
Table_207,177,Waste-to-energy5,45 (0.1%),42 (0.0%),38 (0.0%),22 (0.0%),0 (0.0%),,,,,,,,,,,,,
Table_207,177,Energy Storage,-46(-0.1%),-69 (-0.1%),-75 (-0.1%),-118 (-0.1%),N/A,,,,,,,,,,,,,
Table_207,177,Others,1 (0.0%),2 (0.0%),1 (0.0%),1 (0.0%),-109 (-0.1%),,,,,,,,,,,,,
Table_207,177,On an operational control basis,,,,,,,,,,,,,,,,,,
Table_207,177,"Total energy sent out (GWh)3,6","43,073","60,475","62,967","58,918",N/A,,,,,,,,,,,,,
Table_208,178,,,,,,,GRI/HKEx/,,,,,,,,,,,,
Table_208,178,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_208,178,,,,,,,SASB/IFRS,,,,,,,,,,,,
Table_208,178,Full-time (number),"7,882","8,154","7,930","7,865","7,754",,,,,,,,,,,,,
Table_208,178,Part-time (number),159,164,186,195,206,,,,,,,,,,,,,
Table_208,178,Permanent (average %),85.4,85.7,87,87.6,87.8,,,,,,,,,,,,,
Table_208,178,Fixed-term contract (average %),14.6,14.3,13,12.4,12.2,,,,,,,,,,,,,
Table_208,178,Hong Kong,,,,,,,,,,,,,,,,,,
Table_208,178,Total employee headcount (number),"5,163","4,954","4,771","4,689","4,604",GRI 2-7/,,,,,,,,,,,,
Table_208,178,,,,,,,HKEx B1.1,,,,,,,,,,,,
Table_208,178,Full-time (number),"5,158","4,948","4,770","4,688","4,603",,,,,,,,,,,,,
Table_208,178,Part-time (number),5,6,1,1,1,,,,,,,,,,,,,
Table_208,178,Permanent (average %),83,81.4,83.5,85.1,85.4,,,,,,,,,,,,,
Table_208,178,Fixed-term contract (average %),17,18.6,16.5,14.9,14.6,,,,,,,,,,,,,
Table_208,178,Mainland China,,,,,,,,,,,,,,,,,,
Table_208,178,Total employee headcount (number),702,663,627,609,607,,,,,,,,,,,,,
Table_208,178,Full-time (number),702,663,627,609,607,,,,,,,,,,,,,
Table_208,178,Part-time (number),0,0,0,0,0,,,,,,,,,,,,,
Table_208,178,Permanent (average %),70.1,75.2,75.6,75.3,71.6,,,,,,,,,,,,,
Table_208,178,Fixed-term contract (average %),29.9,24.8,24.4,24.7,28.4,,,,,,,,,,,,,
Table_208,178,Australia,,,,,,,,,,,,,,,,,,
Table_208,178,Total employee headcount (number),"2,176","2,251","2,281","2,320","2,280",,,,,,,,,,,,,
Table_208,178,Full-time (number),"2,022","2,093","2,096","2,126","2,075",,,,,,,,,,,,,
Table_208,178,Part-time (number),154,158,185,194,205,,,,,,,,,,,,,
Table_208,178,Permanent (average %),95.9,95.6,95.1,94,94.5,,,,,,,,,,,,,
Table_208,178,Fixed-term contract (average %),4.1,4.4,4.9,6,5.5,,,,,,,,,,,,,
Table_208,178,India1,,,,,,,,,,,,,,,,,,
Table_208,178,Total employee headcount (number),N/A,450,437,442,469,,,,,,,,,,,,,
Table_208,178,Full-time (number),N/A,450,437,442,469,,,,,,,,,,,,,
Table_208,178,Part-time (number),N/A,0,0,0,0,,,,,,,,,,,,,
Table_208,178,Permanent (average %),N/A,96.3,97.4,98.4,98.8,,,,,,,,,,,,,
Table_208,178,Fixed-term contract (average %),N/A,3.7,2.6,1.6,1.2,,,,,,,,,,,,,
Table_209,179,,,,,,,GRI/HKEx/,,,,,,,,,,,,
Table_209,179,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_209,179,,,,,,,SASB/IFRS,,,,,,,,,,,,
Table_209,179,Hong Kong (full-time equivalent)2,,,,,,GRI 2-8,,,,,,,,,,,,
Table_209,179,Total contractor,"5,784.30","5,434.00","5,202.80","4,949.90","6,372.60",,,,,,,,,,,,,
Table_209,179,Labour supply3,904.1,970.2,"1,153.50","1,261.80","1,309.00",,,,,,,,,,,,,
Table_209,179,Service contractor4,"4,880.10","4,463.90","4,049.30","3,688.10","5,063.60",,,,,,,,,,,,,
Table_209,179,Mainland China (full-,,,,,,,,,,,,,,,,,,
Table_209,179,time equivalent)2,,,,,,,,,,,,,,,,,,
Table_209,179,Total contractor,558.8,331.2,576,361.2,363.2,,,,,,,,,,,,,
Table_209,179,Labour supply3,24,24,23.5,13.8,13,,,,,,,,,,,,,
Table_209,179,Service contractor4,534.8,307.2,552.5,347.4,350.2,,,,,,,,,,,,,
Table_209,179,Australia (full-time equivalent)2,,,,,,,,,,,,,,,,,,
Table_209,179,Total contractor,"1,738.50","1,301.50","1,368.00","1,926.50","1,856.20",,,,,,,,,,,,,
Table_209,179,Labour supply3,138.5,107.5,101.1,83.1,172.5,,,,,,,,,,,,,
Table_209,179,Service contractor4,"1,600.00","1,194.00","1,266.90","1,843.40","1,683.70",,,,,,,,,,,,,
Table_209,179,"India (full-time equivalent)1,2",,,,,,,,,,,,,,,,,,
Table_209,179,Total contractor,N/A,"3,452.60","2,764.60","2,470.10","2,531.90",,,,,,,,,,,,,
Table_209,179,Labour supply3,N/A,55.5,51.8,65.2,78.5,,,,,,,,,,,,,
Table_209,179,Service contractor4,N/A,"3,397.10","2,712.80","2,404.90","2,453.40",,,,,,,,,,,,,
Table_210,179,,,,,,,GRI/HKEx/,,,,,,,,,,,,
Table_210,179,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_210,179,,,,,,,SASB/IFRS,,,,,,,,,,,,
Table_210,179,Hong Kong (%),10.8,11.7,N/A,N/A,N/A,GRI 401-1/,,,,,,,,,,,,
Table_210,179,,,,,,,HKEx B1.2,,,,,,,,,,,,
Table_210,179,By age group,,,,,,,,,,,,,,,,,,
Table_210,179,Below 30,10.9,12.5,N/A,N/A,N/A,,,,,,,,,,,,,
Table_210,179,30-39,12,10.6,N/A,N/A,N/A,,,,,,,,,,,,,
Table_210,179,40-49,7.8,8.7,N/A,N/A,N/A,,,,,,,,,,,,,
Table_210,179,50 and above,11.9,14.5,N/A,N/A,N/A,,,,,,,,,,,,,
Table_210,179,By gender,,,,,,,,,,,,,,,,,,
Table_210,179,Male,10.1,11.3,N/A,N/A,N/A,,,,,,,,,,,,,
Table_210,179,Female,13.3,13.2,N/A,N/A,N/A,,,,,,,,,,,,,
Table_210,179,Mainland China (%),7,5.4,N/A,N/A,N/A,,,,,,,,,,,,,
Table_210,179,By age group,,,,,,,,,,,,,,,,,,
Table_210,179,Below 30,6.3,9.5,N/A,N/A,N/A,,,,,,,,,,,,,
Table_210,179,30-39,6.3,4.3,N/A,N/A,N/A,,,,,,,,,,,,,
Table_210,179,40-49,4.5,0.5,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,,2023,2022,2021,2020,2019,,,,,,,,,,,,,
Table_211,180,50 and above,11.8,10.7,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,By gender,,,,,,,,,,,,,,,,,,
Table_211,180,Male,7.6,5,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,Female,4.1,7.1,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,Australia (%),19.1,24.8,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,By age group,,,,,,,,,,,,,,,,,,
Table_211,180,Below 30,31.6,24.8,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,30-39,20.2,25.9,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,40-49,18.3,26.1,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,50 and above,13,21.3,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,By gender,,,,,,,,,,,,,,,,,,
Table_211,180,Male,18.1,23.1,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,Female,20.5,27.1,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,India (%)1,N/A,12.9,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,By age group,,,,,,,,,,,,,,,,,,
Table_211,180,Below 30,N/A,37.5,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,30-39,N/A,12,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,40-49,N/A,13,N/A,N/A,N/A,,,,,,,,,,,,,
Table_211,180,50 and above,N/A,6.2,N/A,N/A,N/A,,,,,,,,,,,,,
